Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
3/10/2010 8:28:07,"both: rhymes with oath and there is no ""L"" sound",Reno,Nevada,USA,89506,"I've heard a lot of British people pronounce it ""Boaf"" (rhymes with ""oath""). It seems more common in the ""lower"" dialects, like Cockney, than in the Queen's English."
3/10/2010 8:28:12,"both: rhymes with oath and there is no ""L"" sound",Victoria,British Columbia,Canada,M4J 1H7,"I've lived on the west coast and east coast of Canada, and now live in Ontario, and I don't think I've ever heard it pronounced any other way than just... both, like oath-with-a-b. I can't imagine it with an L sound in there somewhere, or with an F at the end."
3/10/2010 8:28:24,"both: rhymes with oath and there is no ""L"" sound",Paintsville,Kentucky,US,32309,
3/10/2010 8:28:37,"both: rhymes with oath and there is no ""L"" sound",Chattanooga,TN,US,37377,"Not sure I have ever heard it with an ""l"" sound, but definitely have with an ""f."" I thought it was a sort of speech impediment."
3/10/2010 8:28:37,"both: rhymes with oath and there is no ""L"" sound",Eau Claire,Wisconsin,U.S.,53562,
3/10/2010 8:28:38,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,60618,
3/10/2010 8:28:58,"both: rhymes with oath and there is no ""L"" sound",Kingston,New England,Jamaica,6105,
3/10/2010 8:29:02,"both: rhymes with oath and there is no ""L"" sound",Boston,New Hampshire,USA,10033,LOVE the show!
3/10/2010 8:29:15,"both: rhymes with oath and there is no ""L"" sound",Moorhead,Minnesota,United States,56560,"There is no ""L"" or ""F"" in the word ""both"". It should be pronounced as it is spelled."
3/10/2010 8:29:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Hartford,Connecticut,US,6032,
3/10/2010 8:30:03,"both: rhymes with oath and there is no ""L"" sound",San Diego,California,Germany,"10967, Berlin",
3/10/2010 8:30:09,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,60625,
3/10/2010 8:30:19,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",chattanooga,tennessee,united states,6002,
3/10/2010 8:30:35,"both: rhymes with oath and there is no ""L"" sound",Johnstown,PA,USA,2176,
3/10/2010 8:30:42,"both: rhymes with oath and there is no ""L"" sound",Victoria,BC,Canada,11222,Hi Grant.
3/10/2010 8:31:39,more than one way,New York City,NY,USA,94608,"Actually, I'm from the Jersey Shore."
3/10/2010 8:31:42,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,USA,75252,
3/10/2010 8:31:48,"both: rhymes with oath and there is no ""L"" sound",Boston,New England,USA,7728,
3/10/2010 8:31:51,"both: rhymes with oath and there is no ""L"" sound",Fernandina Beach,Florida,United States,32757,postal code is where i live now; grew up in Fernandina
3/10/2010 8:32:07,"both: rhymes with oath and there is no ""L"" sound",Marianna,Florida,USA,32448,
3/10/2010 8:33:33,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Tennessee,USA,37415,
3/10/2010 8:34:25,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Illinois,US,46217,
3/10/2010 8:35:33,"both: rhymes with oath and there is no ""L"" sound",los angeles,california,usa,98664,
3/10/2010 8:35:50,"both: rhymes with oath and there is no ""L"" sound",Eagan,MN,United States,55122,"Very hard to answer the first two geographical questions - I moved around a lot as a child. But I lived in Virginia until I was 5, and have spent the last 16 years in Minnesota, so those are probably the most influential."
3/10/2010 8:36:19,"both: rhymes with oath and there is no ""L"" sound",Madison,Wisconsin,USA,53572,
3/10/2010 8:37:15,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,US,2116,
3/10/2010 8:37:27,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Taipei,Taiwan,Taiwan,105,It's an interesting survey. 
3/10/2010 8:37:29,more than one way,Brooklyn,New York,United States,6107,"What about ""boat,"" with the ""th"" swallowed? A lot of folks turn terminal ""th"" sounds into soft t sounds. (See, e.g., Joe Pesci ni ""My Cousin Vinnie,"" talking about ""two youts."")"
3/10/2010 8:37:37,"both: rhymes with oath and there is no ""L"" sound",Western,Massachusetts,US,current is 22206,
3/10/2010 8:38:55,"both: rhymes with oath and there is no ""L"" sound",Concord,New Hampshire,USA,10010,
3/10/2010 8:39:21,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Taipei,Taiwan,Taiwan,105,It's an interesting survey. 
3/10/2010 8:39:24,"both: rhymes with oath and there is no ""L"" sound",FORT WORTH,TX,USA,76111,
3/10/2010 8:39:30,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,United States,75214,
3/10/2010 8:44:11,"both: rhymes with oath and there is no ""L"" sound",Salisbury,Wiltshire,UK,SP5 8DR,I've never heard the word both pronounced with an L sound! By any nationality!
3/10/2010 8:45:33,"both: rhymes with oath and there is no ""L"" sound",Corning,New York,USA,27106,"Although I've lived in North Carolina for almost 30 years, my accent (which I can't hear) is from my youth in the Southern Tier of New York state."
3/10/2010 8:46:28,more than one way,Dallas,Texas,United states,75223,"I say both most of the time, but if I'm honest I say boaf more than I'd like to admit."
3/10/2010 8:48:37,"both: rhymes with oath and there is no ""L"" sound",Rochester,NY,USA,97219,
3/10/2010 8:49:49,"both: rhymes with oath and there is no ""L"" sound",Santa Clara,California,United States,97202,
3/10/2010 8:50:02,"both: rhymes with oath and there is no ""L"" sound",,,United States,78550,"I grew up in San Diego, Mexico, and finally in Brownsville, Texas. Somewhere I picked up a very peculiar, and ultimately what I believe to be a personal ""accent"" since nobody I know has it - not even my parents (Orig: Father: Paris, TX, Portland, OR, and San Diego CA; Mother: several regions of Mexico).
""Oath"", ""oaf"", ""loaf"", for me they rhyme. I agree to there is no ""L"" sound in there."
3/10/2010 8:51:16,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,United States,55347,
3/10/2010 8:52:52,"both: rhymes with oath and there is no ""L"" sound",Houston,Texas,USA,77429,
3/10/2010 8:54:21,"both: rhymes with oath and there is no ""L"" sound",Kingsport,Tennessee,USA,31405,
3/10/2010 8:57:38,"both: rhymes with oath and there is no ""L"" sound",Victoria,Texas,US,92108,
3/10/2010 9:00:41,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98115,
3/10/2010 9:05:03,"both: rhymes with oath and there is no ""L"" sound",Fort worth,Texas,USA ,76133,"We often mispronounce it as a joke using the boaf version.
Only among peers who understand that it is a joke. "
3/10/2010 9:05:29,"both: rhymes with oath and there is no ""L"" sound",Trenton,Michigan,USA,48168,
3/10/2010 9:06:04,"both: rhymes with oath and there is no ""L"" sound",Evansville,Indiana,United States,47714,
3/10/2010 9:07:05,"both: rhymes with oath and there is no ""L"" sound",Dallas,Texas,USA,98074,I was born in Dallas and lived there for 35 years. Now I live near Seattle. I never had a Texas accent. My mother was from the midwest and my father from upstate NY.
3/10/2010 9:08:20,"both: rhymes with oath and there is no ""L"" sound",Lansing,Michigan,United States,90069,
3/10/2010 9:11:07,"both: rhymes with oath and there is no ""L"" sound",Warsaw,IN,USA,46580,
3/10/2010 9:11:38,"both: rhymes with oath and there is no ""L"" sound",Canton,Illinois,USA,62025,"Canton IL is my hometown. That zip code is 61520.

I have moved all over the midwest and now live in Illinois across the Mississippi river from St. Louis, Missouri. That zip code is 62025."
3/10/2010 9:13:05,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,USA,10026,"While I consider myself San Franciscan/Californian, I was born in the East and raised by two Easterners, so occasionally odd East-Coast pronunciations creep in. Not sure if this is one of them, but just wanted to note that."
3/10/2010 9:17:36,"both: rhymes with oath and there is no ""L"" sound",,California,USA,94598,"""None"" for city because I moved around a lot growing up.  You specified the question to be about what city most affected the way I speak.  I just don't know!  I didn't live in any one city for more than 3 years until I was in my 20s.  I have one of those blended accents - mine's Minnesota (a bit), California (a lot), and British (a very little bit).  If you really need a city for your data... if I were waterboarded... I'd say Sacramento, CA."
3/10/2010 9:18:57,"both: rhymes with oath and there is no ""L"" sound",Ithaca,New York,USA,6103,
3/10/2010 9:20:48,"both: rhymes with oath and there is no ""L"" sound",pawtucket,ri,usa,2860,originally from RI .. now in San Francisco
3/10/2010 9:25:14,"both: rhymes with oath and there is no ""L"" sound",Ft smith ,Arkansas,Usa,75013,
3/10/2010 9:27:15,"both: rhymes with oath and there is no ""L"" sound",Eau Claire,Wisconsin,US,92104,I moved with my family from Wisconsin at the age of eight.  I still feel like I have a mild midwestern accent.
3/10/2010 9:40:26,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,USA,2062,
3/10/2010 9:41:23,"both: rhymes with oath and there is no ""L"" sound",Buffalo,NY,USA,14105,
3/10/2010 9:44:57,"both: rhymes with oath and there is no ""L"" sound",kent,ohio,usa,44240,
3/10/2010 9:45:59,more than one way,Youngstown,Ohio,USA,43224,"In formal, corporate, or educated circles, I say ""both"" rhyming with oath.  However, in younger, less educated, and informal circles, I might occaisionally drop a ""bof"" to prove my street cred.  I grew up in a white neighborhood of the SouTH Side of Youngstown, but as an adult have adopted SouF Side as an endearing, momento of unity w/ many of my non-white friends from that time in my life.  Souf & boaf go hand in hand for me. "
3/10/2010 9:47:57,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,US,30248,
3/10/2010 9:50:00,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Missouri,USA,63135,
3/10/2010 10:00:39,"both: rhymes with oath and there is no ""L"" sound",Palo Alto,CA,USA,95060,
3/10/2010 10:01:57,"both: rhymes with oath and there is no ""L"" sound",Wichita,Kansas,United States,75215,
3/10/2010 10:05:40,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,,
3/10/2010 10:06:34,"both: rhymes with oath and there is no ""L"" sound",Portland,PA,United States,18351,
3/10/2010 10:30:39,"both: rhymes with oath and there is no ""L"" sound",Raleigh,North Carolina,US,,
3/10/2010 10:31:56,"both: rhymes with oath and there is no ""L"" sound",Monterey,California,USA,93955,There is no other way to say 'both'!!!
3/10/2010 10:35:53,"both: rhymes with oath and there is no ""L"" sound",Eureka,California,USA,95501,"Some might claim bolth pronunciations are correct. Where the ""L"" did they get that idea?"
3/10/2010 10:50:56,"both: rhymes with oath and there is no ""L"" sound",traverse city,michigan,usa,49684,
3/10/2010 10:54:33,"boaf: rhymes with ""oaf"" or ""loaf""",Milwaukee,Wisconsin,US of A,53211,
3/10/2010 11:00:47,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,12901,
3/10/2010 11:06:42,"both: rhymes with oath and there is no ""L"" sound",Centerville,Iowa,USA,80522,
3/10/2010 11:07:19,"both: rhymes with oath and there is no ""L"" sound",Wynne,Arkansas ,US,71730,
3/10/2010 11:21:10,"both: rhymes with oath and there is no ""L"" sound",dallas,texas,us,,
3/10/2010 11:27:40,"both: rhymes with oath and there is no ""L"" sound",Roswell,New Mexico,USA,48103,
3/10/2010 11:32:41,"both: rhymes with oath and there is no ""L"" sound",Grand Rapids,Michigan,United States,53013,"Never in my life (I've lived in Michigan, Illinois, Wisconsin, California and Washington State, and traveled throughout most of the country) have I heard someone say ""bowlth."""
3/10/2010 11:40:17,"both: rhymes with oath and there is no ""L"" sound",new orleans,LA,usa,76502,what difference does it make?
3/10/2010 11:46:11,"both: rhymes with oath and there is no ""L"" sound",Ft Pierce,Florida,USA,28462,
3/10/2010 12:00:00,"both: rhymes with oath and there is no ""L"" sound",Winston-Salem,North Carolina,USA,11215,"My parents' lack of southern accents affected my pronunciation more than the region I grew up in, I feel, but said region affected my intonation and speech patterns more. "
3/10/2010 12:03:30,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,60657,
3/10/2010 12:08:15,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",North East,PA,USA,15221,
3/10/2010 13:04:08,"both: rhymes with oath and there is no ""L"" sound",Iowa City,Iowa,US,78681,Who the heck pronounces it those other ways?!?
3/10/2010 13:21:50,"both: rhymes with oath and there is no ""L"" sound",san diego,california,united states,91942,
3/10/2010 13:58:24,"both: rhymes with oath and there is no ""L"" sound",Portland,Oregon,USA,97068,
3/10/2010 14:05:40,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,Pennsylvania,U.S.,15216,
3/10/2010 14:09:55,"both: rhymes with oath and there is no ""L"" sound",Maple Ridge,British Columbia,Canada,77066,I really enjoy your show!
3/10/2010 14:48:43,"both: rhymes with oath and there is no ""L"" sound",Louisville,Kentucky,USA,23455,
3/10/2010 14:53:17,"both: rhymes with oath and there is no ""L"" sound",San Diego,California,USA,84604,
3/10/2010 15:03:13,"both: rhymes with oath and there is no ""L"" sound",,VA,USA,11103,Suburbs of DC
3/10/2010 15:16:21,"both: rhymes with oath and there is no ""L"" sound",New Orleans,Louisiana,USA,70118,
3/10/2010 15:20:58,"both: rhymes with oath and there is no ""L"" sound",St. Louis,midwest,US,21784,
3/10/2010 15:21:20,"both: rhymes with oath and there is no ""L"" sound",Wellington,,New Zealand,6035  / 32603,
3/10/2010 15:21:45,"both: rhymes with oath and there is no ""L"" sound",asheboro,north carolina,usa,27341,never heard it pronounced any other way......
3/10/2010 15:26:27,"both: rhymes with oath and there is no ""L"" sound",Ft. Worth,Texas,USA,76051,
3/10/2010 15:52:26,"both: rhymes with oath and there is no ""L"" sound",Eagle Nest,New Mexico,USA,45220,
3/10/2010 16:02:34,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Ohio,United States,44122,
3/10/2010 16:34:24,"both: rhymes with oath and there is no ""L"" sound",Rochester,NY,Usa,2451,
3/10/2010 16:34:37,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,Pennsylvania,United States of America,11237,
3/10/2010 16:48:35,"both: rhymes with oath and there is no ""L"" sound",Sioux Falls,South Dakota,United States of America,57106,
3/10/2010 16:50:36,"both: rhymes with oath and there is no ""L"" sound",New Brighton,Minnesota ,USA ,54703,
3/10/2010 16:51:48,"both: rhymes with oath and there is no ""L"" sound",Brisbane,Queensland,Australia,4500,
3/10/2010 17:05:31,"both: rhymes with oath and there is no ""L"" sound",Grinnell,Iowa,USA,50112,"I generally pronounce both to rhyme with oath, but I detect a little ""l"" at the end. For what it's worth, I  was raised by people from Queens, NY and Maryland"
3/10/2010 17:17:31,"both: rhymes with oath and there is no ""L"" sound",Cleveland,OH,USA,60615,"I rejected the Boston accent when I moved there are 9 (from south of Cleveland). I have since lived near Philly, in Milwaukee, In Chicago and (one year) in South Dakota."
3/10/2010 17:30:09,"both: rhymes with oath and there is no ""L"" sound",Denver,Colorado,USA,94010,
3/10/2010 17:50:30,"both: rhymes with oath and there is no ""L"" sound",Washington,DC,USA,90026,
3/10/2010 18:24:56,"both: rhymes with oath and there is no ""L"" sound",New York,NY,USA,5401,
3/10/2010 18:28:01,"both: rhymes with oath and there is no ""L"" sound",lexington,south carolina,usa,29072,
